id,name,type,exp_name,m1a_hit,m5c_hit,m6a_hit,m7g_hit,full_hit,m1a_Regulation,m5c_Regulation,m6a_Regulation,m7g_Regulation,regulation,logFC,PValue,FDR,degree.x,closeness_centrality.x,betweenness_centrality.x,eigenvector_centrality.x,page_rank_score.x,clustering_coefficient.x,DNB,m1a_Foldchange,m5c_Foldchange,m6a_Foldchange,m7g_Foldchange,CCF_diff,CCF_abs_diff,CCF_p_ttest,CCF_p_wilcoxon,divergene,protein_degree,protein_closeness_centrality,protein_betweenness_centrality,protein_eigenvector_centrality,protein_page_rank_score,protein_clustering_coefficient,protein_m1.mean,protein_m0.mean,protein_Diff,protein_abs_Diff,protein_pvalue,lit_meta,lit_meta_colon
ENST00000591365,CTD-2020K17.1,lncRNA,CTD-2020K17.1,0,0,1,0,1,down,down,down,down,down,-1.930823679,0.01466215,0.166602043,442,4.03E-09,0,0.074123349,2.23E-05,0.848749756,no,4.719390888,6.185659411,8.954855196,36.94771242,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591372,LINC00665,lncRNA,LINC00665,0,1,0,0,1,down,up,down,up,up,1.524346198,0.223355147,0.45097916,4,4.03E-09,0,1.94E-08,1.41E-05,0.333333333,no,14.74524715,38.27272727,7.582392777,19.88636364,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0
ENST00000591394,RNF126,lncRNA,RNF126,1,0,0,0,1,up,up,up,down,up,2.678245449,0.207028615,0.444167242,2266,4.03E-09,0,0.443313222,6.66E-05,0.60937089,no,439.9,2.497975709,2.979638878,117.6846154,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591459,ABCA8,lncRNA,ABCA8,0,1,1,0,2,down,up,down,down,down,-2.47540339,0.002407342,0.051842797,29,4.03E-09,0,0.000208667,1.67E-05,0.450738916,no,4.779856907,341,301.2,74.22307692,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591477,MYO19,lncRNA,MYO19,1,0,0,0,1,down,up,up,down,up,2.210018858,0.158155622,0.36830514,2,4.03E-09,0,0,3.46E-05,1,no,729.1,3.411347518,3.572218808,11.78778135,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591490,PLEKHH3,lncRNA,PLEKHH3,0,1,0,0,1,down,up,up,down,up,0.495811595,0.731712398,0.872467763,98,4.03E-09,0,0.01365423,1.33E-05,0.830212497,no,6.843009479,13.27722772,5.15991347,4.838383838,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591565,CD97,lncRNA,CD97,0,0,0,1,1,down,down,down,down,down,-2.662018576,3.01E-06,0.00020559,1359,4.03E-09,0,0.22763983,4.50E-05,0.576934873,no,2.789422845,3.583918813,5.719898606,665.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591728,ATP8B1,lncRNA,NA,0,1,0,1,2,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,8.266248763,71,5.006308101,416.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591745,LSM7,lncRNA,LSM7,1,1,0,1,3,up,up,up,down,up,2.098952494,0.241020724,0.475055621,683,4.03E-09,0,0.077449585,3.19E-05,0.656457839,no,272.1,231,3.493629456,1147.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591789,RTN2,lncRNA,NA,0,0,1,0,1,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,5.383101852,9.002219756,15.94736842,52.2821266,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000591966,AP1M1,lncRNA,AP1M1,0,0,0,1,1,down,up,down,down,down,-0.441807367,0.820100664,0.919713432,13,4.03E-09,0,4.78E-06,1.78E-05,0.320512821,no,3.089898054,2.37235116,4.680362538,2676.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592071,MRPL4,lncRNA,MRPL4,1,1,1,0,3,down,up,up,down,up,1.390051587,0.321974642,0.554795791,46,4.03E-09,0,0.001255963,1.53E-05,0.509178744,no,217.9,381,8.574105622,7.459286368,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592176,APOC1,lncRNA,APOC1,0,0,1,1,2,down,down,down,down,down,-7.045144375,0.00618139,0.099819666,407,4.03E-09,0,0.044959256,2.52E-05,0.64368623,no,10.76996198,9.979484482,96.68824532,881.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592259,HOOK2,lncRNA,NA,0,1,0,0,1,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.777360515,23.38095238,7.406321055,7.261356932,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592290,FXYD5,lncRNA,FXYD5,0,0,0,0,0,down,down,down,down,down,-0.68444267,0.718364619,0.863745205,30,4.03E-09,0,0.001205252,1.26E-05,0.572413793,no,4.103964227,2.403026135,6.873320537,129.0377358,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592451,MRPL37P1,lncRNA,MRPL37P1,1,1,1,1,4,down,down,down,down,down,-2.298211391,0.001175097,0.03091622,1749,4.03E-09,0,0.299439007,5.60E-05,0.569331543,no,310.8,55.54545455,670.7,4371.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592456,SYNGR2,lncRNA,SYNGR2,0,0,0,1,1,down,down,up,down,up,0.048693009,0.940098398,0.976879735,5,4.03E-09,0,6.25E-06,1.32E-05,0.4,no,3.13106576,2.800302572,148.2,1529.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592486,C19orf25,lncRNA,C19orf25,0,1,0,0,1,up,up,up,down,down,-0.132832226,0.927834805,0.971932704,11,4.03E-09,0,2.21E-05,1.50E-05,0.454545455,no,6.451276102,62.81818182,3.659219635,52.37142857,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592499,RP11-154H12.3,lncRNA,RP11-154H12.3,0,1,0,0,1,up,down,down,down,down,-5.843975411,0.030529207,0.233323173,4,4.03E-09,0,0,3.49E-05,1,no,155.9,11,6.309386973,20.53076923,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592517,RP11-686D22.10,lncRNA,RP11-686D22.10,0,0,0,1,1,down,down,down,down,down,-1.808469194,0.018346351,0.186209379,559,4.03E-09,0,0.064459183,2.70E-05,0.725559595,no,10.18060837,151,5.740094255,1347.1,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592731,TMEM150B,lncRNA,NA,1,0,0,1,2,down,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,427,3.431011827,5.628067967,566,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592738,SPPL2B,lncRNA,SPPL2B,0,1,1,0,2,up,up,up,down,up,1.578454446,0.065731726,0.272695179,521,4.03E-09,0,0.083330447,2.57E-05,0.748774546,no,19.61028526,12.9047619,10.00795997,3.791208791,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592808,HOOK2,lncRNA,HOOK2,0,0,0,0,0,up,up,up,down,up,5.84820299,0.032462035,0.238361443,50,4.03E-09,0,0.001013775,1.55E-05,0.772244898,no,2.263524371,3.413016552,7.500310996,10.09668913,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592895,BTBD2,lncRNA,BTBD2,0,0,1,0,1,up,up,up,down,up,0.489284993,0.770559241,0.893082871,19,4.03E-09,0,0.000253357,1.44E-05,0.543859649,no,18.7107438,2.037886024,7.594827586,11.25401929,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592940,GPX4,lncRNA,GPX4,1,0,0,1,2,down,down,down,down,down,-5.4351979,0.043423316,0.263065132,1,4.03E-09,0,0,3.45E-05,NA,no,186.9,6.629139073,4.695721143,250.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000592994,CICP19,lncRNA,NA,1,0,0,0,1,down,down,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1310.1,6.774647887,5.616243472,13.28286853,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000593534,ADAMTS10,lncRNA,NA,0,0,1,0,1,down,down,down,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,5.636942675,2.485275288,20.26136364,2.057244745,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000593604,FENDRR,lncRNA,FENDRR,0,1,1,0,2,up,up,up,up,up,6.349510159,0.019291254,0.19001557,355,4.03E-09,0,0.035712216,2.57E-05,0.574727461,no,3.599400171,201,18.80608868,7.282089552,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
ENST00000593629,PIH1D1,lncRNA,PIH1D1,0,0,0,0,0,down,up,up,down,up,1.110726291,0.380842598,0.615812922,56,4.03E-09,0,0.000701084,1.89E-05,0.49025974,no,2.989884393,5.017595308,3.107780026,28.00290416,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000593896,CFLAR-AS1,lncRNA,CFLAR-AS1,1,0,1,0,2,down,down,down,down,up,2.719980696,0.123451305,0.322541237,8,4.03E-09,0,0,3.57E-05,1,no,581.9,4.47826087,17.72131148,2.387184562,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000593992,ETFB,lncRNA,ETFB,0,0,0,0,0,down,up,up,down,down,-4.068778596,0.074462985,0.272695179,6,4.03E-09,0,0,3.49E-05,1,no,3.243243243,4.545706371,2.248410074,16.69799139,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594067,LIG1,lncRNA,LIG1,0,0,0,0,0,down,up,up,down,up,0.114165484,0.96537114,0.986893494,26,4.03E-09,0,0.000257957,2.28E-05,0.455384615,no,4.236288437,4.584679832,5.451763485,8.653696498,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594073,RP11-248B24.4,lncRNA,RP11-248B24.4,1,0,0,1,2,up,up,up,down,up,3.619469633,0.117042027,0.313735819,362,4.03E-09,0,0.04901424,2.47E-05,0.706585452,no,220.5,9.016528926,4.161665416,217,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594119,CTD-3018O17.3,lncRNA,CTD-3018O17.3,0,0,0,0,0,down,down,up,down,up,1.558854032,0.437209086,0.666196354,21,4.03E-09,0,0.000158957,1.38E-05,0.519047619,no,2.744851995,2.127214171,4.708503865,45.30177891,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594187,CYP2B6,lncRNA,CYP2B6,1,0,1,0,2,down,down,up,down,down,-0.499748631,0.804293878,0.911296065,4,4.03E-09,0,3.31E-05,1.14E-05,0.166666667,no,90.75589486,2.553517898,14.75374732,18.77601116,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594264,USF2,lncRNA,USF2,1,1,0,1,3,down,up,down,down,down,-0.936706638,0.181011513,0.404264275,24,4.03E-09,0,0.000508497,1.32E-05,0.550724638,no,651.7,51.90909091,2.058093181,233.9463127,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594364,PLAUR,lncRNA,PLAUR,0,1,1,0,2,down,down,down,down,down,-3.377306994,0.001553898,0.037795309,2701,4.03E-09,0,0.551143834,7.56E-05,0.623602232,no,2.516163089,11.34373011,7.601941748,124.5813642,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594723,DBP,lncRNA,DBP,1,0,0,0,1,down,up,down,down,up,2.736835775,0.03462506,0.244762956,820,4.03E-09,0,0.164135644,3.19E-05,0.813383365,no,961.5,5.901960784,2.695164076,124.0769231,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594754,PNPLA6,lncRNA,NA,0,0,0,0,0,down,down,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.236466747,9.064516129,2.630902192,51.29111531,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000594865,CTD-2525I3.5,lncRNA,CTD-2525I3.5,0,1,0,1,2,down,up,up,down,down,-1.582570814,0.222789254,0.450157128,6,4.03E-09,0,0,3.49E-05,1,no,4.224563207,621,2.256648452,466.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595002,RUVBL2,lncRNA,RUVBL2,0,0,0,1,1,up,up,up,down,down,-0.696320446,0.72289916,0.866685979,9,4.03E-09,0,1.72E-06,1.51E-05,0.305555556,no,14.14545455,2.800172265,5.293105002,183.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595005,CTD-2545M3.8,lncRNA,CTD-2545M3.8,0,0,0,0,0,up,up,up,down,down,-7.748917107,0.001077816,0.028985161,2732,4.03E-09,0,0.493608659,8.06E-05,0.518989446,no,2.236644971,2.340904473,5.380121374,3.162950007,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595014,A1BG,lncRNA,A1BG,1,0,0,0,1,down,down,down,down,down,-6.635927763,0.011890588,0.147688224,6,4.03E-09,0,0,3.49E-05,1,no,251.4356688,4.210332103,3.544668588,84.12749004,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595016,MYH14,lncRNA,MYH14,0,1,1,0,2,up,up,up,up,up,4.163660347,3.45E-13,1.20E-10,1798,4.03E-09,0,0.321558834,5.60E-05,0.618833886,no,6.314457917,26.202844,374.8865096,3.456269195,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595278,LGALS4,lncRNA,LGALS4,0,1,1,0,2,up,up,up,up,up,6.247545593,1.73E-05,0.000962082,1066,4.03E-09,0,0.140158507,4.06E-05,0.518641052,no,65.88180884,14.51800554,37.70293399,19.03216374,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595279,DAPK3,lncRNA,DAPK3,1,0,0,1,2,up,up,up,down,down,-0.246097949,0.879326213,0.949303177,3,4.03E-09,0,2.27E-06,1.15E-05,0.666666667,no,285,7.968325792,2.364195159,748.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595301,CTD-3138B18.6,lncRNA,CTD-3138B18.6,1,0,0,1,2,up,up,up,down,up,0.650117729,0.497585684,0.716444227,9,4.03E-09,0,6.08E-06,1.50E-05,0.388888889,no,969.2,4.791469194,3.59375,466.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595443,HNRNPL,lncRNA,HNRNPL,0,1,1,1,3,up,up,up,down,down,-1.130410769,0.045135283,0.267544033,191,4.03E-09,0,0.018804505,1.93E-05,0.743179939,no,3.426989441,21,16.83645656,2178.1,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595495,SIPA1L3,lncRNA,SIPA1L3,0,0,0,0,0,up,up,up,down,up,4.156172874,0.078316227,0.272695179,49,4.03E-09,0,0.000573312,1.55E-05,0.785714286,no,13.26254376,3.414151925,5.01340861,13.06234719,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595529,LTBP4,lncRNA,LTBP4,0,0,0,0,0,up,up,up,down,up,0.669563622,0.648687391,0.823720941,87,4.03E-09,0,0.002930746,1.55E-05,0.554931836,no,9.515066964,3.777101096,5.451436935,38.12857143,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000595581,LILRA4,lncRNA,NA,1,0,1,0,2,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,837.6,2.875843455,705.4,7.173745174,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000596008,MCOLN1,lncRNA,MCOLN1,0,0,0,1,1,down,down,down,down,down,-0.473167157,0.817663086,0.918536653,9,4.03E-09,0,1.89E-06,1.46E-05,0.361111111,no,16.23021583,8.213114754,8.786516854,682.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000596070,CLPP,lncRNA,CLPP,0,0,0,0,0,up,up,up,down,down,-7.062871675,0.006020754,0.098131869,1196,4.03E-09,0,0.244810067,4.07E-05,0.722328263,no,3.182985554,2.008645533,2.145544983,2.271331058,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000596119,SIRT6,lncRNA,NA,0,0,0,0,0,down,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,7.828715365,3.878228782,4.220209724,14.80862534,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000596234,CTD-2587H19.1,lncRNA,CTD-2587H19.1,1,0,1,0,2,down,down,down,down,down,-4.387174235,5.60E-11,1.29E-08,2736,4.03E-09,0,0.56198108,7.65E-05,0.634551301,no,279.9,8.160493827,12.2012987,8.671013312,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000596403,SIPA1L3,lncRNA,SIPA1L3,1,1,0,0,2,up,up,up,down,up,6.08175034,0.026049252,0.219743752,17,4.03E-09,0,0.00055414,1.28E-05,0.801470588,no,336.7,12.98473282,9.742738589,95.11428571,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000596915,ELL,lncRNA,ELL,0,0,0,1,1,down,down,down,down,down,-2.200329989,0.16945214,0.386073322,112,4.03E-09,0,0.00936746,1.64E-05,0.654279279,no,12.1209068,2.461632156,4.915654521,4787.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000597057,EMP3,lncRNA,EMP3,0,1,1,1,3,down,down,down,down,up,0.128249353,0.961117592,0.985136479,5,4.03E-09,0,3.26E-08,1.82E-05,0.6,no,6.921352444,14.06930693,15.01975781,1297.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000597072,MYH14,lncRNA,MYH14,0,1,1,0,2,up,up,up,up,up,6.698516242,9.92E-06,0.000580829,1968,4.03E-09,0,0.32046914,6.18E-05,0.532675322,no,14.99709664,35.29645542,1204.8,10.02853746,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000597230,CTD-3138B18.5,lncRNA,CTD-3138B18.5,0,0,0,1,1,up,up,up,down,up,0.024496903,0.972529307,0.990189063,16,4.03E-09,0,8.01E-06,1.72E-05,0.333333333,no,2.278451698,3.413793103,2.579351965,333.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000597643,ANO8,lncRNA,ANO8,0,0,1,0,1,up,down,up,down,down,-1.121221123,0.672568225,0.837974306,NA,NA,NA,NA,NA,NA,no,10.115625,3.390438247,8.630372493,4.13418872,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000597852,CD37,lncRNA,CD37,0,0,1,0,1,down,down,down,down,down,-1.735389999,0.16463648,0.378358664,520,4.03E-09,0,0.06381333,2.69E-05,0.763168816,no,2.947727948,6.975024015,13.84082048,31.88819876,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000597920,RP11-295P9.3,lncRNA,RP11-295P9.3,1,0,0,0,1,down,down,down,down,up,1.961323955,0.318070026,0.550378675,1116,4.03E-09,0,0.207534121,3.91E-05,0.735734606,no,705.9,3.21719457,2.53989239,8.070933333,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000598005,MYO1F,lncRNA,NA,0,1,1,0,2,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.251439902,12.29004699,8.945844125,92.05410448,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000598161,ZNF333,lncRNA,ZNF333,0,1,0,0,1,down,up,up,down,up,0.081913071,0.972832137,0.990269364,28,4.03E-09,0,6.27E-05,1.40E-05,0.634920635,no,4.317353787,11.81967213,2.369959088,167.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000598273,SEPW1,lncRNA,SEPW1,0,0,0,1,1,up,up,up,down,down,-0.278234912,0.888756796,0.953927489,6,4.03E-09,0,5.35E-06,1.50E-05,0,no,9.736247174,2.093117409,174.2,416.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000598497,ZSCAN18,lncRNA,ZSCAN18,1,1,0,1,3,down,down,up,down,up,0.291501247,0.845945508,0.933054773,14,4.03E-09,0,0.000206103,1.59E-05,0.307692308,no,279.9,251,2.064396613,964.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000598574,SPHK2,lncRNA,SPHK2,1,0,0,1,2,up,up,up,down,up,3.718849679,0.064568962,0.272695179,1957,4.03E-09,0,0.323296478,6.10E-05,0.55913333,no,517.4,8.227722772,2.610713404,798.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000598846,RP1-283E3.8,lncRNA,RP1-283E3.8,0,0,0,1,1,up,up,up,down,up,0.816997298,0.18754748,0.414606272,973,4.03E-09,0,0.211602416,3.38E-05,0.840385892,no,3.806975957,6.490196078,7.504428602,483,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000598923,SNRPA,lncRNA,SNRPA,0,0,0,0,0,up,up,up,down,down,-0.947172724,0.705844323,0.856631762,15,4.03E-09,0,1.21E-05,1.57E-05,0.361904762,no,7.245821042,3.667245873,3.915472779,12.95491803,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599104,SIGLEC22P,lncRNA,SIGLEC22P,1,0,1,1,3,down,down,down,up,down,-4.669292557,0.06665908,0.272695179,42,4.03E-09,0,0.000754714,1.43E-05,0.786295006,no,403.8,171,25.27037037,241.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599109,CTD-2619J13.8,lncRNA,NA,0,0,0,0,0,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,5.206993007,7.113270405,3.500232111,3.654002857,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599181,NAPSA,lncRNA,NAPSA,1,1,0,1,3,down,up,up,up,up,1.936133975,0.402929497,0.635881838,15,4.03E-09,0,6.91E-05,1.49E-05,0.457142857,no,380.6,1861,4.411891117,711,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599420,MYO9B,lncRNA,NA,0,0,0,0,0,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.202531646,4.241491086,4.554820247,44.22919937,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599510,BCAT2,lncRNA,BCAT2,0,0,0,0,0,down,down,up,down,up,2.608772392,0.306079304,0.536737756,152,4.03E-09,0,0.017112088,1.83E-05,0.69100732,no,3.636363636,3.280701754,2.522737608,6.040942232,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599626,RP11-315I20.1,lncRNA,RP11-315I20.1,1,0,1,0,2,down,down,down,down,up,1.496247392,0.255856956,0.478282865,2,4.03E-09,0,0,3.46E-05,1,no,233.4,9.018018018,8.91140854,49.47619048,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599638,KIAA1683,lncRNA,KIAA1683,0,0,1,0,1,down,down,down,down,down,-2.681567575,0.089746791,0.279741685,130,4.03E-09,0,0.011206752,1.73E-05,0.676088253,no,8.219143577,9.138528139,359,73.93800539,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599643,ADCK4,lncRNA,ADCK4,0,0,0,0,0,up,up,up,down,up,6.389114701,0.018389063,0.186333877,2,4.03E-09,0,0,3.46E-05,1,no,11.08774584,3.958693564,7.203921569,7.937642092,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599652,ALDH16A1,lncRNA,ALDH16A1,0,0,0,0,0,up,up,up,down,up,1.363295784,0.360017007,0.596015307,73,4.03E-09,0,0.004073071,1.75E-05,0.590563166,no,4.349079263,2.186685962,2.41324694,27.32884097,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599659,AXL,lncRNA,AXL,0,1,1,1,3,down,down,down,down,down,-5.609049698,0.006072755,0.098618312,1665,4.03E-09,0,0.291607999,5.33E-05,0.5902785,no,3.501375894,16.85365854,19.9557135,1430.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000599736,STAP2,lncRNA,STAP2,0,1,1,0,2,up,up,up,down,up,2.437230796,0.271429942,0.497706269,475,4.03E-09,0,0.035797017,2.72E-05,0.570535199,no,4.352229931,611,10.93526405,5.447712418,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
